11,B24,B24,Base Cabinets/Standard Base Cabinets,7,B24,Timberland Cabinetry,,0,190,190,0,0,0,0,0,75,75,0,11,0000-00-00,Single Door Base Cabinet,Single Door Base Cabinet,4,0,assets/images/2010CabinetImages/B15.jpg,,,,,,,0,0,,,,Online Cabinets Direct,"<META NAME=""DESCRIPTION"" CONTENT=""Buy RTA Kitchen Cabinets from www.onlinecabinetsdirect.com Wholesale RTA Cabinets at factory prices allows you to purchase quality kitchen cabinets, vanity cabinets and maple cabinets online.""> <META NAME=""ABSTRACT"" CONTENT=""Buy rta cabinets online,wholesale maple rta cabinets, kitchen cabinets""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0000-00-00,,0,,0,0,1,0,0,1,0,2015-05-26,0,-1,0,0,0,0,1,0,0,0,0,0,www.onlinecabinetsdirect.com,0,0
42,SS28,Super Susan Spinners For SCB33,Cabinet Accessories,10,SS28,,,0,145,145,0,0,0,0,0,10,10,0,11,0000-00-00,Double Spinners For SCB33 ,Square Corner Base Cabinet,36,0,assets/images/01566589.jpg,,,,,,,0,0,,,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-30,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
43,SS32,Super Susan Spinners For SCB36,Cabinet Accessories,10,SS32,,,0,145,145,0,0,0,0,0,10,10,0,11,0000-00-00,Double Spinners For SCB36,Square Corner Base Cabinet,37,0,assets/images/01566589.jpg,,,,,,,0,0,,,,,"<META NAME=""DESCRIPTION"" CONTENT=""RTA Kitchen Cabinets Online, Wholesale Kitchen Cabinets, Buy RTA Cabinets Online, Maple RTA Cabinets""> <META NAME=""ABSTRACT"" CONTENT=""RTA Cabinets, Maple Cabinets, Wholesale Cabinets, Buy Cabinets Online""> <META NAME=""KEYWORDS"" CONTENT=""RTA Cabinet,RTA Kitchen Cabinets, Maple Cabinets, Kitchen Cabinets, buy kitchen cabinets, buy cabinets online, cabinets, rta cabinets, cabinet maker""> ",,,0000-00-00,,0,,0,0,0,0,0,0,0,2012-06-14,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
205,DDV33T,DDV33T,Base Cabinets/Trimmable Knee Drawers & Desk File Drawers@Vanity Cabinets,35,DDV33T,Timberland Cabinetry,,82.68,130,130,0,0,0,0,0,25,25,0,11,0000-00-00,"Vanity Desk Drawer 33"" Wide x 21"" Deep",Tall Vanity Base Cabinet,37,0,assets/images/2010CabinetImages/DDV27.jpg,,,,,,,0,33,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-03,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
206,DDV36T,DDV36T,Base Cabinets/Trimmable Knee Drawers & Desk File Drawers@Vanity Cabinets,35,DDV36T,Timberland Cabinetry,,85.97,135,135,0,0,0,0,0,25,25,0,11,0000-00-00,"Vanity Desk Drawer 36"" Wide x 21"" Deep",Tall Vanity Base Cabinet,38,0,assets/images/2010CabinetImages/DDV27.jpg,,,,,,,0,36,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-03,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
207,ROTB15,Roll Out Tray For 15 Inch Cabinet,Cabinet Accessories,10,ROTB15,Timberland Cabinetry,,32.43,50,50,0,0,0,0,0,5,5,0,11,0000-00-00,"Roll Out Tray For 15"" Cabinet",Roll Out Trays Base Cabinet,86,0,assets/images/ROT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
208,ROTB18,Roll Out Tray For 18 Inch Cabinet,Cabinet Accessories,10,ROTB18,Timberland Cabinetry,,32.9,50,50,0,0,0,0,0,5,5,0,11,0000-00-00,"Roll Out Tray For 18"" Cabinet",Tall Vanity Base Cabinet,87,0,assets/images/ROT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
209,ROTB21,Roll Out Tray For 21 Inch Cabinet,Cabinet Accessories,10,,Timberland Cabinetry,,33.37,50,50,0,0,0,0,0,5,5,0,11,0000-00-00,"21"" Roll Out Tray For 21"" Cabinet",Tall Vanity Base Cabinet,88,0,assets/images/ROT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
210,ROTB24,Roll Out Tray For 24 Inch Cabinet,Cabinet Accessories,10,,Timberland Cabinetry,,34.31,50,50,0,0,0,0,0,5,5,0,11,0000-00-00,"24"" Roll Out Tray For 24"" Cabinet",Tall Vanity Base Cabinet,89,0,assets/images/ROT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
211,ROTB27,Roll Out Tray For 27 Inch Cabinet,Cabinet Accessories,10,,Timberland Cabinetry,,34.78,50,50,0,0,0,0,0,5,5,0,11,0000-00-00,"27"" Roll Out Tray For 27"" Cabinet",Tall Vanity Base Cabinet,90,0,assets/images/ROT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
212,ROTB30,Roll Out Tray For 30 Inch Cabinet,Cabinet Accessories,10,ROTB30,Timberland Cabinetry,,35.72,55,55,0,0,0,0,0,5,5,0,11,0000-00-00,"30"" Roll Out Tray For 30"" Cabinet",Roll Out Tray,91,0,assets/images/ROT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
213,ROTB33,Roll Out Tray For 33 Inch Cabinet,Cabinet Accessories,10,ROTB33,Timberland Cabinetry,,36.66,55,55,0,0,0,0,0,5,5,0,11,0000-00-00,"33"" Roll Out Tray For 33"" Cabinet",Roll Out Tray,92,0,assets/images/ROT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
214,ROTB36,Roll Out Tray For 36 Inch Cabinet,Cabinet Accessories,10,ROTB36,Timberland Cabinetry,,37.13,55,55,0,0,0,0,0,5,5,0,11,0000-00-00,"36"" Roll Out Tray For 36"" Cabinet",Roll Out Tray,93,0,assets/images/ROT.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2013-01-17,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
287,CSB912,CSB912,"Posts, Corbels & Onlays",11,CSB912,,,21.62,35,35,0,0,0,0,0,5,5,0,11,0000-00-00,Counter Support Brackets,Mullion Door,94,0,assets/images/SupportBRK.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2014-01-27,0,-1,0,0,0,0,,0,0,0,0,0,,0,0
290,CFM,"CFM - Cabinet Face Molding/Light Rail 3/4""T x 1.5""W x 96""",Trim & Details/Moldings & Trim,18,CFM,Timberland Cabinetry,,0,35,35,0,0,0,0,0,5,5,0,11,0000-00-00,"Cabinet Face Molding 96"" Length Use For Light Rail or Small Crown Molding ",Moldings,15,0,assets/images/CFM.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-02,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
291,FCM,"FCM - Furniture Crown Molding 5""Wide x 3.5""Up x 3.5""Out x 96""Long",Trim & Details/Moldings & Trim,18,FCM,Timberland Cabinetry,,0,80,80,0,0,0,0,0,5,5,0,11,0000-00-00,"Furniture Crown Molding 96"" Length    ",Moldings,12,0,assets/images/FCM.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-02,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
292,DM,"DM - Dentil Molding 3/4"" x 96""",Trim & Details/Moldings & Trim,18,DM,,,0,40,40,0,0,0,0,0,5,5,0,11,0000-00-00,"Dentile Molding 96"" Length ",Moldings,5,0,assets/images/DM.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-02,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
293,RM,"RM - Rope Molding 3/4"" x 96"" ",Trim & Details/Moldings & Trim,18,RM,Timberland Cabinetry,,0,40,40,0,0,0,0,0,5,5,0,11,0000-00-00,"Rope Molding 96"" Length ",Moldings,3,0,assets/images/RM.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-02,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
294,EGDM,"EGDM - Egg & Dart Molding 5/8"" x 96""",Trim & Details/Moldings & Trim,18,EGDM,Timberland Cabinetry,,0,50,50,0,0,0,0,0,5,5,0,11,0000-00-00,"Egg &amp; Dart Molding 96"" Length ",Moldings,0,0,assets/images/egganddart.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-02,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
295,LBMF,"LBMF - Light Baffle Molding/Light Rail 1 - 11/32""T x 1 - 3/4"" W x 96""L",Trim & Details/Moldings & Trim,18,LBMF,Timberland Cabinetry,,0,65,65,0,0,0,0,0,5,5,0,11,0000-00-00,"Light Baffle Molding 96"" Length  ",Moldings,16,0,assets/images/LBMF.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-02,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
296,CBM,"CBM - Colonial Base Molding 4.5"" x 96""",Trim & Details/Moldings & Trim,18,CBM,Timberland Cabinetry,,0,75,75,0,0,0,0,0,5,5,0,11,0000-00-00,"Colonial Base Molding 96"" Length ",Moldings,17,0,assets/images/Colonial Base Mold.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-02,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
297,BML,"BML - Base Molding 6"" x 96""",Trim & Details/Moldings & Trim,18,BML,Timberland Cabinetry,,0,80,80,0,0,0,0,0,5,5,0,11,0000-00-00,"Base Molding 96"" Length ",Moldings,18,0,assets/images/BML.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-02,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
298,SC,"SC - Scribe Molding 3/4"" x 96""",Trim & Details/Moldings & Trim,18,SC,Timberland Cabinetry,,0,20,20,0,0,0,0,0,5,5,0,11,0000-00-00,"Scribe Molding 96"" Length ",Moldings,6,0,assets/images/scribe.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-02,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
299,BAT,"BAT - Batten Molding 3/4"" x 96""",Trim & Details/Moldings & Trim,18,BAT,Timberland Cabinetry,,0,25,25,0,0,0,0,0,5,5,0,11,0000-00-00,"Batten Molding 96"" Length ",Moldings,7,0,assets/images/Batten Molding.jpg,,,,,,,0,0,,,,,,,,0000-00-00,,0,,0,0,0,0,0,0,0,2015-12-02,0,-1,0,0,0,0,1,0,0,0,0,0,,0,0
